,Postal Code,Place Name,State,State Abbreviation,County,Latitude,Longitude,Unnamed: 7
27720,61471.0,Raritan,Illinois,IL,Henderson,40.8526,-90.9853,-1.0
27721,61472.0,Rio,Illinois,IL,Knox,41.1103,-90.39,-1.0
27722,61473.0,Roseville,Illinois,IL,Warren,40.7238,-90.6514,-1.0
27723,61474.0,Saint Augustine,Illinois,IL,Knox,40.7289,-90.3798,-1.0
27724,61475.0,Sciota,Illinois,IL,McDonough,40.5832,-90.7316,-1.0
27725,61476.0,Seaton,Illinois,IL,Mercer,41.0732,-90.8257,-1.0
27726,61477.0,Smithfield,Illinois,IL,Fulton,40.4855,-90.2856,-1.0
27727,61478.0,Smithshire,Illinois,IL,Warren,40.7579,-90.7606,-1.0
27728,61479.0,Speer,Illinois,IL,Stark,40.9872,-89.652,-1.0
27729,61480.0,Stronghurst,Illinois,IL,Henderson,40.7523,-90.9257,-1.0
27730,61482.0,Table Grove,Illinois,IL,Fulton,40.3784,-90.4239,-1.0
27731,61483.0,Toulon,Illinois,IL,Stark,41.1009,-89.8606,-1.0
27732,61484.0,Vermont,Illinois,IL,Fulton,40.3062,-90.422,-1.0
27733,61485.0,Victoria,Illinois,IL,Knox,41.0256,-90.0933,-1.0
27734,61486.0,Viola,Illinois,IL,Mercer,41.2024,-90.5936,-1.0
27735,61488.0,Wataga,Illinois,IL,Knox,41.0224,-90.2723,-1.0
27736,61489.0,Williamsfield,Illinois,IL,Knox,40.9277,-90.0267,-1.0
27737,61490.0,Woodhull,Illinois,IL,Henry,41.1849,-90.2833,-1.0
27738,61491.0,Wyoming,Illinois,IL,Stark,41.0599,-89.7782,-1.0
27739,61501.0,Astoria,Illinois,IL,Fulton,40.2311,-90.3443,-1.0
27740,61516.0,Benson,Illinois,IL,Woodford,40.8306,-89.1165,-1.0
27741,61517.0,Brimfield,Illinois,IL,Peoria,40.8407,-89.897,-1.0
27742,61518.0,Brimfield,Illinois,IL,Peoria,40.7442,-89.7184,-1.0
27743,61519.0,Bryant,Illinois,IL,Fulton,40.4663,-90.091,-1.0
27746,61524.0,Dunfermline,Illinois,IL,Fulton,40.4916,-90.0419,-1.0
27747,61525.0,Dunlap,Illinois,IL,Peoria,40.8444,-89.6397,-1.0
27748,61526.0,Edelstein,Illinois,IL,Peoria,40.9454,-89.5858,-1.0
27749,61528.0,Edwards,Illinois,IL,Peoria,40.779,-89.723,-1.0
27752,61531.0,Farmington,Illinois,IL,Fulton,40.6832,-90.035,-1.0
27753,61532.0,Forest City,Illinois,IL,Mason,40.3594,-89.8334,-1.0
27754,61533.0,Glasford,Illinois,IL,Peoria,40.576,-89.8113,-1.0
27755,61534.0,Green Valley,Illinois,IL,Tazewell,40.4198,-89.6549,-1.0
27756,61535.0,Groveland,Illinois,IL,Tazewell,40.601,-89.5571,-1.0
27757,61536.0,Hanna City,Illinois,IL,Peoria,40.6798,-89.7952,-1.0
27758,61537.0,Henry,Illinois,IL,Marshall,41.1115,-89.3743,-1.0
27759,61539.0,Kingston Mines,Illinois,IL,Peoria,40.5571,-89.7685,-1.0
